CB,dateTime,AHeader,EB,VARR,PFR,VAR,PT,EB_OnTime,FREQ,DG_OnTime,SS,WR,CT,DG,EB_OffTime,WH,VB,VARY,VAB,VARB,ASmartDG_id,LAT,LH,PFY,VLNA,VY,LON,Event_Type,VBR,VLLA,WY,BB_V,PFA,WB,VART,CY,DLAT,WT,DLON,PFB,DG_V,volume,CR,VR,AT_V,FF_DateTime,VAY,DG_OffTime,VYB,VRY,VAT
000.00,2018-12-27 22:24:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.59,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 22:25:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.61,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 22:26:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.60,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 22:27:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.61,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 22:28:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.60,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 22:29:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.60,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 22:30:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.63,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 22:31:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.63,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 22:32:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.60,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 22:33:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.61,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 22:34:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.61,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 22:35:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.60,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 22:36:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.60,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 22:37:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.60,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 22:38:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.60,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 22:39:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.61,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 22:40:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.60,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 22:41:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.61,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 22:42:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.60,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 22:43:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.60,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 22:44:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.61,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 22:45:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.60,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 22:46:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.60,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 22:47:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.60,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 22:48:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.61,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 22:49:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.60,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 22:50:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.61,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 22:51:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.60,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 22:52:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.60,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 22:53:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.61,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 22:54:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.60,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 22:55:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.60,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 22:56:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.61,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 22:57:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.57,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 22:58:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.61,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 22:59:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.60,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 23:00:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.60,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 23:01:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.60,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 23:02:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.60,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 23:03:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.60,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 23:04:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.60,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 23:05:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.60,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 23:06:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.60,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 23:07:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.60,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 23:08:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.60,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 23:09:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.60,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 23:10:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.59,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 23:11:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.61,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
000.00,2018-12-27 23:12:51,LGURU,0,00000.00,00.00,00000.00,0,0000/00/00_00:00:00,00.00,0000/00/00_00:00:00,0,000000.00,000.00,1,0000/00/00_00:00:00,000000.00,000.00,00000.00,00000.00,00000.00,b827eb6a07fb,0019.1137783,0000.00,00.00,00000.00,000.00,0073.0122151,01,00000.00,00000.00,000000.00,08.59,00.00,000000.00,00000.00,000.00,N,000000.00,E,00.00,12.61,000.00,000.00,000.00,00.00,0000/00/00_00:00:00,00000.00,0000/00/00_00:00:00,00000.00,00000.00,00000.00
